season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club
1999,CLE,DL,DE,94,ACT,Derrick L. Alexander,Derrick,Alexander,1973-11-13,76,286,,00-0000146,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vfrofs8lmjisb3uq6prb",ALE222855,,3200414c-4522-2855-b56b-c59b302e7e03,,,
1999,WAS,TE,TE,80,ACT,Stephen Alexander,Stephen,Alexander,1975-11-07,76,246,,00-0000166,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wrje2v8zbq12dnsmygu6",ALE622924,,3200414c-4562-2924-6d5f-9e076172d6cc,,,
1999,NYG,WR,WR,80,ACT,Brian Alford,Brian,Alford,1975-06-07,73,190,,00-0000172,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ipca0vnhul43hbjdpcik",ALF245361,,3200414c-4624-5361-56bc-141995b94dc6,,,
1999,OAK,DB,CB,21,ACT,Eric Allen,Eric,Allen,1965-11-22,70,185,,00-0000204,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oqz1nvdgdybojfpjpsrf",ALL270410,,3200414c-4c27-0410-2fbb-56a9caa3060e,,,
1999,CHI,RB,RB,20,ACT,James Allen,James,Allen,1975-03-28,70,215,,00-0000210,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tw4x6i01gorfsuoommkb",ALL436745,,3200414c-4c43-6745-6a07-948d378a104e,,,
1999,DAL,OL,G,73,ACT,Larry Allen,Larry,Allen,1971-11-27,75,326,,00-0000217,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/o51021fppnwxvlql9jly",ALL550477,,3200414c-4c55-0477-1895-f6e8a902378c,,,
1999,STL,DB,DB,20,ACT,Taje Allen,Taje,Allen,1973-11-06,70,185,,00-0000231,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/govf8l5sv3tu3tizeojx",ALL645442,,3200414c-4c64-5442-210b-a214f893a077,,,
1999,NE,RB,RB,22,ACT,Terry Allen,Terry,Allen,1968-02-21,71,208,,00-0000232,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w0seugiirpz4gikftv38",ALL647052,,3200414c-4c64-7052-fe79-2e294d897a78,,,
1999,BUF,OL,G,66,ACT,Victor Allotey,Victor,Allotey,1975-04-08,75,325,,00-0000240,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ctwmrjdg0ev1lqvdjn8w",ALL797433,,3200414c-4c79-7433-f308-22be00c045ee,,,
1999,CHI,TE,TE,84,ACT,John Allred,John,Allred,1974-09-09,76,249,,00-0000242,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ggui10i6zck64nnovkup",ALL808470,,3200414c-4c80-8470-e796-4550bae428e3,,,
1999,TB,RB,FB,40,ACT,Mike Alstott,Michael,Alstott,1973-12-21,73,248,,00-0000251,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/loxctvxuynoipeaduqsc",ALS635685,,3200414c-5363-5685-9704-40e67186e91f,,,
1999,NO,DB,CB,43,ACT,Ashley Ambrose,Ashley,Ambrose,1970-09-17,70,185,,00-0000261,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hqodozwzdkzcq0tgciic",AMB266360,,3200414d-4226-6360-2f78-64b66a144f6d,,,
1999,KC,RB,RB,38,RES,Kimble Anders,Kimble,Anders,1966-09-10,71,225,,00-0000279,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tekunhsdrndofvfxesco",AND015193,,3200414e-4401-5193-8ae5-7503312c1a09,,,
1999,NE,OL,C,67,ACT,Jason Andersen,Jason,Andersen,1975-09-03,78,295,,00-0000281,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ez3bv1crmdwdyzvftaop",AND017725,,3200414e-4401-7725-9000-4e4db91447c7,,,
1999,ATL,SPEC,K,5,ACT,Morten Andersen,Morten,Andersen,1960-08-19,74,222,,00-0000282,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nk87h6cjuij14iofd5ix",AND020258,,3200414e-4402-0258-af5e-f904d4733d82,,,
1999,MIN,SPEC,K,1,ACT,Gary Anderson,Gary,Anderson,1959-07-16,71,170,,00-0000313,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fofzz3dwrg1vr2drmoak",AND273108,,3200414e-4427-3108-1809-a396fee76085,,,
1999,ATL,RB,RB,32,RES,Jamal Anderson,Jamal,Anderson,1972-09-30,71,235,,00-0000316,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/faws2enuknhawnowkns0",AND291208,,3200414e-4429-1208-c593-c1b93944ea3b,,,
1999,CHI,DL,DT,70,ACT,Ken Anderson,Ken,Anderson,1975-10-04,75,310,,00-0000325,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nfr27gkvsq2kolhkcljr",AND321595,,3200414e-4432-1595-54d6-57926d9f73f6,,,
1999,NYJ,RB,FB,20,ACT,Richie Anderson,Richard,Anderson,1971-09-13,74,230,,00-0000339,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t05nqplwwgzsyysjmswf",AND421668,,3200414e-4442-1668-92c2-aa673041a926,,,
1999,CIN,OL,OT,71,ACT,Willie Anderson,Willie,Anderson,1975-07-11,77,340,,00-0000352,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zgfskojfejbtmvqndvcb",AND603240,,3200414e-4460-3240-86ae-cd3b353113cd,,,
1999,GB,OL,G,70,RES,Joe Andruzzi,Joseph,Andruzzi,1975-08-23,75,310,,00-0000374,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/me9skfongiitajxljn6j",AND825516,,3200414e-4482-5516-785d-8c64197bb3d7,,,
1999,TB,WR,WR,85,ACT,Reidel Anthony,Reidel,Anthony,1976-10-20,71,180,,00-0000387,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rcsbgaxntmcmrns4n9u1",ANT195429,,3200414e-5419-5429-319e-cdf591db431f,,,
1999,OAK,SPEC,P,2,ACT,Leo Araguz,Leobardo,Araguz,1970-01-18,71,190,,00-0000400,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/losb2mgqxxnphnyx15q7",ARA195430,,32004152-4119-5430-bfed-de994e6fce04,,,
1999,ATL,DL,DE,92,ACT,Lester Archambeau,Lester,Archambeau,1967-06-27,77,275,,00-0000405,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/az7fnotr16s5dgtounfw",ARC138430,,32004152-4313-8430-3971-9b1baec10bc5,,,
1999,TEN,RB,RB,22,CUT,Mike Archie,Michael,Archie,1972-10-14,68,205,,00-0000409,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jrynsxqnrciddtyekr5v",ARC615842,,32004152-4361-5842-b9a3-9e96ac32d006,,,
1999,JAX,LB,LB,45,TRT,JoJuan Armour,JoJuan,Armour,1976-07-10,71,220,,00-0000421,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bjlhhwkpfwulaixiyzjy",ARM028585,,32004152-4d02-8585-68e9-810e94e191f0,,,
1999,CIN,LB,LB,33,ACT,JoJuan Armour,JoJuan,Armour,1976-07-10,71,220,,00-0000421,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bjlhhwkpfwulaixiyzjy",ARM028585,,32004152-4d02-8585-68e9-810e94e191f0,,,
1999,BAL,WR,WR,88,ACT,Justin Armour,Justin,Armour,1973-01-01,76,215,,00-0000422,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bck8siyssq4rqusvtw5d",ARM039085,,32004152-4d03-9085-41c1-bf79b1af76a4,,,
1999,IND,OL,C,0,RES,Phil Armour,Phillip,Armour,1976-12-09,74,298,,00-0000423,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gjjov4wb2cjpxav2vpwl",ARM043971,,32004152-4d04-3971-54f7-bf9ca1836f97,,,
1999,NYG,LB,OLB,98,ACT,Jessie Armstead,Jessie,Armstead,1970-10-26,73,240,,00-0000426,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zsvhwqxosxfb388jx4xq",ARM084964,,32004152-4d08-4964-2b92-57414a9854b6,,,
1999,NE,OL,OT,78,ACT,Bruce Armstrong,Bruce,Armstrong,1965-09-07,76,295,,00-0000429,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jgk8bv3fiwutyslckvdx",ARM146571,,32004152-4d14-6571-52f7-a090f0cfd586,,,
1999,MIA,DL,DE,93,ACT,Trace Armstrong,Raymond,Armstrong,1965-10-05,76,270,,00-0000439,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/euzjohn4txovvbpchco4",ARM642641,,32004152-4d64-2641-4f5c-6a37fa5c0a39,,,
1999,GB,WR,WR,88,RES,Jahine Arnold,Jahine,Arnold,1973-06-19,72,185,,00-0000446,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y3qyqfre27dgirrki3yb",ARN474755,,32004152-4e47-4755-4b7b-bed94c54922f,,,
1999,GB,DB,SAF,46,RES,Rodney Artmore,Rodney,Artmore,1974-06-14,72,210,,00-0000457,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fejlunfz5edscpnaip8u",ART511848,,32004152-5451-1848-b177-10bbe2a3b207,,,
1999,PHI,TE,TE,84,RES,Jamie Asher,Jamie,Asher,1972-10-31,75,245,,00-0000466,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jjhrmyicgzndpwnjdbee",ASH449435,,32004153-4844-9435-23ec-685dc092448f,,,
1999,OAK,OL,OT,73,ACT,Darryl Ashmore,Darryl,Ashmore,1969-11-01,79,310,,00-0000472,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcbw1lt8lg9vciuqxecs",ASH635509,,32004153-4863-5509-3310-eff5a4b46711,,,
1999,BAL,OL,OT,74,ACT,James Atkins,James,Atkins,1970-01-28,78,330,,00-0000485,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hhr8ycyrydfqgw0pwsrb",ATK298488,,32004154-4b29-8488-a18c-63273541fc04,,,
1999,KC,DB,DB,35,ACT,Larry Atkins,Larry,Atkins,1975-07-21,75,230,,00-0000488,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/poyzebhinwhoyj3kqxku",ATK321848,,32004154-4b32-1848-eea1-db559ea5c413,,,
1999,NYJ,DB,FS,27,ACT,Steve Atwater,Stephen,Atwater,1966-10-28,75,220,,00-0000500,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/j3xxo3zjpt29erl0wsdf",ATW276861,,32004154-5727-6861-857f-9abd7e42ba54,,,
1999,IND,DB,DB,47,ACT,Billy Austin,William,Austin,1975-03-08,70,195,,00-0000518,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xvdkxovr97yrpqc3z8ln",AUS726504,,32004155-5372-6504-56c4-2d56299f3d73,,,
1999,CHI,DB,DB,36,ACT,Ray Austin,Raymond,Austin,1974-12-21,71,204,,00-0000529,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jiior8es4bp4ummrr9ow",AUS612432,,32004155-5361-2432-879d-592152ee80ac,,,
1999,MIA,RB,RB,20,TRD,John Avery,John,Avery,1976-01-11,69,190,,00-0000541,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tqc4patmneau2eeivsg2",AVE509598,,32004156-4550-9598-c3f8-8c9a2a57a02c,,,
1999,DEN,RB,RB,33,ACT,John Avery,John,Avery,1976-01-11,69,190,,00-0000541,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tqc4patmneau2eeivsg2",AVE509598,,32004156-4550-9598-c3f8-8c9a2a57a02c,,,
1999,MIN,RB,RB,49,TRC,Obafemi Ayanbadejo,Obafemi,Ayanbadejo,1975-03-05,74,235,,00-0000552,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/syqp6rncknmzkbtm3ozk",AYA444955,,32004159-4144-4955-6129-6c136d9bf2d7,,,
1999,BAL,RB,RB,30,ACT,Obafemi Ayanbadejo,Obafemi,Ayanbadejo,1975-03-05,74,235,,00-0000552,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/syqp6rncknmzkbtm3ozk",AYA444955,,32004159-4144-4955-6129-6c136d9bf2d7,,,
1999,CHI,DB,DB,23,ACT,Jerry Azumah,Jerry,Azumah,1977-09-01,70,195,,00-0000559,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oif1hg0bokmjc5hf4ote",AZU415291,,3200415a-5541-5291-7eae-48fc9baebe36,,,
1999,WAS,OL,G,74,ACT,Brad Badger,Bradley,Badger,1975-01-11,76,298,,00-0000576,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/babh1oqhyb91qvquddzz",BAD650964,,32004241-4465-0964-c1c3-08a1f705af41,,,
1999,WAS,DB,CB,24,ACT,Champ Bailey,Roland,Bailey,1978-06-22,73,184,,00-0000585,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nxtpe8xo54kxbkyabih6",BAI582194,,32004241-4958-2194-25da-8624608fa14d,,,
1999,SEA,WR,WR,83,ACT,Karsten Bailey,Karsten,Bailey,1977-04-26,70,201,,00-0000598,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/e6hdeiakmtgnksgnkk3y",BAI501801,,32004241-4950-1801-530e-a5cfda60304d,,,
1999,DET,DB,CB,35,ACT,Robert Bailey,Robert,Bailey,1968-09-03,70,182,,00-0000601,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kdomohxuxnkxwnhnux8r",BAI577819,,32004241-4957-7819-b9c7-a2c72764e7a9,,,
1999,ATL,WR,WR,15,ACT,Eugene Baker,Eugene,Baker,1976-03-18,72,167,,00-0000627,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xebdef6lvsokl0qzttfh",BAK189228,,32004241-4b18-9228-926e-f0b6c5efc7b4,,,
1999,KC,SPEC,K,12,ACT,Jon Baker,Jonathan,Baker,1972-08-13,73,170,,00-0000634,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rugw3yec24npkwejkouy",BAK390869,,32004241-4b39-0869-5bc6-0ee6dbb1bb28,,,
1999,CLE,DL,DT,93,TRC,Jerry Ball,Jerry,Ball,1964-12-15,73,330,,00-0000673,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zev4rhmzzs1vpibfbiiz",BAL492192,,32004241-4c49-2192-c426-ef8b04ca013f,,,
1999,MIN,DL,DT,96,ACT,Jerry Ball,Jerry,Ball,1964-12-15,73,330,,00-0000673,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zev4rhmzzs1vpibfbiiz",BAL492192,,32004241-4c49-2192-c426-ef8b04ca013f,,,
1999,MIN,DB,DB,30,ACT,Antonio Banks,Antonio,Banks,1973-03-12,70,195,,00-0000696,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vvil3i1h1efj1mlliigm",BAN409290,,32004241-4e40-9290-c97d-56ee95fdd9db,,,
1999,DEN,OL,G,79,ACT,Chris Banks,Warren,Banks,1973-04-04,73,300,,00-0000700,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sokuqmjsd9dcsdfl4ad3",BAN646496,,32004241-4e64-6496-4cfa-d5e3805d7ad8,,,
1999,JAX,RB,RB,22,RES,Tavian Banks,Tavian,Banks,1974-02-17,70,208,,00-0000721,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gi2tpvnhrnj3q6tgukpf",BAN629856,,32004241-4e62-9856-8f9f-7db4bd8eac5f,,,
1999,BAL,QB,QB,12,ACT,Tony Banks,Anthony,Banks,1973-04-05,76,225,,00-0000722,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hqkmwrxcl87hziuhdcdv",BAN403290,,32004241-4e40-3290-11ed-db72d126dec4,,,
1999,CIN,DL,DE,90,ACT,Michael Bankston,Michael,Bankston,1970-03-12,77,285,,00-0000725,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wacf6vrkzgbbseramj3b",BAN682400,,32004241-4e68-2400-bd5a-0336d699d2c9,,,
1999,IND,TE,TE,83,ACT,Brad Banta,Dennis,Banta,1970-12-14,78,260,,00-0000727,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gaogmvgio8crqhlv8kkm",BAN790894,,32004241-4e79-0894-7391-fa63f9df7421,,,
1999,MIA,RB,RB,48,RES,Kantroy Barber,Kantroy,Barber,1973-10-04,73,245,,00-0000735,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cswj7onucerg0li0emsr",BAR053140,,32004241-5205-3140-cf2e-ba3869298cd2,,,
1999,IND,LB,MLB,53,ACT,Mike Barber,Michael,Barber,1971-11-09,72,254,,00-0000740,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uzpyqurav8qlpz58ndum",BAR071985,,32004241-5207-1985-a1a7-9f6005cef2a5,,,
1999,TB,DB,CB,20,ACT,Ronde Barber,Jamael,Barber,1975-04-07,70,186,,00-0000741,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ye1pozwxxdxdvfvtsl0z",BAR048197,,32004241-5204-8197-3361-5bb631aa79ce,,,
1999,WAS,LB,OLB,59,ACT,Shawn Barber,Shawn,Barber,1975-01-14,74,224,,00-0000743,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q1h2br1qdjttqotpvcvs",BAR094541,,32004241-5209-4541-395e-81e9ced71dac,,,
1999,NYG,RB,RB,21,ACT,Tiki Barber,Atiim,Barber,1975-04-07,70,200,,00-0000745,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/envscajcftvy5low6aod",BAR025952,,32004241-5202-5952-ff0f-6062a78056a2,,,
1999,JAX,SPEC,P,4,ACT,Bryan Barker,Bryan,Barker,1964-06-28,74,199,,00-0000754,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ppydumh0icqagm0wiebm",BAR155715,,32004241-5215-5715-d4a4-32d15ae4bf83,,,
1999,GB,DL,DT,94,CUT,Roy Barker,Roy,Barker,1969-02-14,77,290,,00-0000758,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yneys2tjgx3unzznw5ei",BAR189082,,32004241-5218-9082-be1f-0c49696d0ddf,,,
1999,CLE,DL,DT,92,TRC,Roy Barker,Roy,Barker,1969-02-14,77,290,,00-0000758,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yneys2tjgx3unzznw5ei",BAR189082,,32004241-5218-9082-be1f-0c49696d0ddf,,,
1999,JAX,WR,WR,84,ACT,Reggie Barlow,Reggie,Barlow,1973-01-22,72,186,,00-0000765,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/beaanp1wquydjxs1qlpz",BAR220596,,32004241-5222-0596-af7a-6cef3ecfb86e,,,
1999,KC,DL,DT,71,ACT,Tom Barndt,Thomas,Barndt,1972-03-14,75,293,,00-0000768,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sqtekyfnysczdpyymikv",BAR235426,,32004241-5223-5426-efa7-d11cd0e5d9d1,,,
1999,STL,DL,DT,92,ACT,Lionel Barnes,Lionel,Barnes,1976-04-19,76,265,,00-0000780,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tiu58jcay3rgfv4zfl7f",BAR344797,,32004241-5234-4797-84d8-bd036bc4b24f,,,
1999,SF,QB,QB,10,ACT,Pat Barnes,Patrick,Barnes,1975-02-23,75,215,,00-0000785,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n860jkugygnljzef6pnh",BAR359627,,32004241-5235-9627-3c2d-ad1aa5978071,,,
1999,NO,SPEC,P,6,ACT,Tommy Barnhardt,John Thomas,Barnhardt,1963-06-11,74,228,,00-0000811,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dkabex0eu0of3al6iwnt",BAR504220,,32004241-5250-4220-4fdc-1397b3ae0288,,,
1999,CAR,LB,OLB,56,ACT,Micheal Barrow,Micheal,Barrow,1970-04-19,74,236,,00-0000829,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gaecgvwljow47cvhrdkh",BAR663642,,32004241-5266-3642-1e15-c980027eda58,,,
