season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club
1994,KC,LB,LB,0,RES,Arnold Ale,Arnold,Ale,1970-06-17,74,230,,00-0000133,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dnm39m90vycx74qiujpy",ALE001207,,3200414c-4500-1207-5ca0-1258fa0380ca,,,
1994,ARI,DB,CB,0,ACT,Brent Alexander,Brent,Alexander,1971-07-10,71,184,,00-0000136,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sgkwt2povfpzrplzya5j",ALE082928,,3200414c-4508-2928-109e-95e453eee0a5,,,
1994,PHI,OL,C,0,ACT,David Alexander,David,Alexander,1964-07-28,75,275,,00-0000144,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/edu4dqueshw81vqxk2az",ALE218570,,3200414c-4521-8570-bd50-298f90f4a808,,,
1994,CLE,WR,WR,0,ACT,Derrick Alexander,Derrick,Alexander,1971-11-06,74,195,,00-0000145,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kghksofxi1gzyke5cexb",ALE225855,,3200414c-4522-5855-9980-3975fad013b4,,,
1994,DEN,LB,OLB,0,ACT,Elijah Alexander,Elijah,Alexander,1970-08-02,74,230,,00-0000147,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uv7v9mxsjduc8ukc3fys",ALE233141,,3200414c-4523-3141-8850-f8f4040dd6e5,,,
1994,ATL,SPEC,P,0,ACT,Harold Alexander,Harold,Alexander,1970-10-20,74,224,,00-0000149,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/diyhxmodenpwt0elmkbc",ALE276855,,3200414c-4527-6855-fbc8-262612c16031,,,
1994,NYJ,LB,LB,0,CUT,Tuineau Alipate,Tuineau,Alipate,1967-08-21,73,245,,00-0000178,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fqjdxgpoaavjoupacwgb",ALI504282,,3200414c-4950-4282-6034-8bd265534f19,,,
1994,PHI,DB,CB,0,ACT,Eric Allen,Eric,Allen,1965-11-22,70,180,,00-0000204,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oqz1nvdgdybojfpjpsrf",ALL270410,,3200414c-4c27-0410-2fbb-56a9caa3060e,,,
1994,DAL,OL,OT,73,ACT,Larry Allen,Larry,Allen,1971-11-27,75,325,,00-0000217,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/o51021fppnwxvlql9jly",ALL550477,,3200414c-4c55-0477-1895-f6e8a902378c,,,
1994,KC,RB,RB,0,ACT,Marcus Allen,Marcus,Allen,1960-03-26,74,210,,00-0000220,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wy664ewj5sglsncnjakr",ALL598765,,3200414c-4c59-8765-9d33-196f8c26460c,,,
1994,MIN,RB,RB,0,ACT,Terry Allen,Terry,Allen,1968-02-21,71,197,,00-0000232,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w0seugiirpz4gikftv38",ALL647052,,3200414c-4c64-7052-fe79-2e294d897a78,,,
1994,SEA,DB,DB,0,CUT,Brian Allred,Brian,Allred,1969-03-16,70,175,,00-0000241,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kvuaw8jfovhi1hytootc",ALL805711,,3200414c-4c80-5711-2b89-f5c4b20d449f,,,
1994,KC,OL,OT,0,ACT,John Alt,John,Alt,1962-05-30,80,307,,00-0000252,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qmumhvwglh2mfnbvv4ax",ALT276861,,3200414c-5427-6861-29b6-c67d96e9eb3d,,,
1994,IND,DB,CB,0,ACT,Ashley Ambrose,Ashley,Ambrose,1970-09-17,70,177,,00-0000261,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hqodozwzdkzcq0tgciic",AMB266360,,3200414d-4226-6360-2f78-64b66a144f6d,,,
1994,KC,RB,FB,38,ACT,Kimble Anders,Kimble,Anders,1966-09-10,71,219,,00-0000279,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tekunhsdrndofvfxesco",AND015193,,3200414e-4401-5193-8ae5-7503312c1a09,,,
1994,NO,SPEC,K,0,ACT,Morten Andersen,Morten,Andersen,1960-08-19,74,221,,00-0000282,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nk87h6cjuij14iofd5ix",AND020258,,3200414e-4402-0258-af5e-f904d4733d82,,,
1994,KC,DB,DB,0,ACT,Darren Anderson,Darren,Anderson,1969-01-11,70,180,,00-0000298,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vciz9c64q6jjpigspss5",AND177257,,3200414e-4417-7257-d30d-50ee3ef35567,,,
1994,ATL,DL,DE,0,ACT,Dunstan Anderson,Dunstan,Anderson,1970-12-31,75,260,,00-0000303,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/odfvyqqsjjqwwkkmb4bu",AND200047,,3200414e-4420-0047-31cb-cd46638a142f,,,
1994,RAI,DB,FS,0,ACT,Eddie Anderson,Eddie,Anderson,1963-07-22,73,210,,00-0000305,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/taowb92byxcvxqsp0jpp",AND212709,,3200414e-4421-2709-d3bc-36dfacabaa74,,,
1994,WAS,LB,LB,0,ACT,Erick Anderson,Erick,Anderson,1968-10-07,73,235,,00-0000308,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tuhtyf5uamtdriiynrr0",AND227902,,3200414e-4422-7902-616c-5c1536643eed,,,
1994,PIT,SPEC,K,0,ACT,Gary Anderson,Gary,Anderson,1959-07-16,71,179,,00-0000313,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fofzz3dwrg1vr2drmoak",AND273108,,3200414e-4427-3108-1809-a396fee76085,,,
1994,ATL,RB,RB,0,ACT,Jamal Anderson,Jamal,Anderson,1972-09-30,71,246,,00-0000316,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/faws2enuknhawnowkns0",AND291208,,3200414e-4429-1208-c593-c1b93944ea3b,,,
1994,NYJ,RB,FB,0,ACT,Richie Anderson,Richard,Anderson,1971-09-13,74,215,,00-0000339,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t05nqplwwgzsyysjmswf",AND421668,,3200414e-4442-1668-92c2-aa673041a926,,,
1994,NYJ,WR,WR,0,ACT,Stevie Anderson,Stevie,Anderson,1970-05-12,77,205,,00-0000345,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t5a6wlhprt5l4l2qotge",AND491256,,3200414e-4449-1256-b15f-8f84069bdaa1,,,
1994,RAM,WR,WR,0,ACT,Flipper Anderson,Willie,Anderson,1965-03-07,72,169,,00-0000351,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wi8asapfckhlhtide0vz",AND607740,,3200414e-4460-7740-8837-c86b43c1f663,,,
1994,IND,TE,TE,0,ACT,Charles Arbuckle,Charles,Arbuckle,1968-09-13,75,248,,00-0000404,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ypktnmkqfkjvzinmgto4",ARB567222,,32004152-4256-7222-fc3e-12fd8ed5c718,,,
1994,ATL,DL,DE,0,ACT,Lester Archambeau,Lester,Archambeau,1967-06-27,77,275,,00-0000405,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/az7fnotr16s5dgtounfw",ARC138430,,32004152-4313-8430-3971-9b1baec10bc5,,,
1994,NYG,LB,LB,0,ACT,Jessie Armstead,Jessie,Armstead,1970-10-26,73,238,,00-0000426,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zsvhwqxosxfb388jx4xq",ARM084964,,32004152-4d08-4964-2b92-57414a9854b6,,,
1994,NE,OL,OT,78,ACT,Bruce Armstrong,Bruce,Armstrong,1965-09-07,76,284,,00-0000429,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jgk8bv3fiwutyslckvdx",ARM146571,,32004152-4d14-6571-52f7-a090f0cfd586,,,
1994,CHI,DL,DE,0,ACT,Trace Armstrong,Raymond,Armstrong,1965-10-05,76,265,,00-0000439,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/euzjohn4txovvbpchco4",ARM642641,,32004152-4d64-2641-4f5c-6a37fa5c0a39,,,
1994,TB,TE,TE,0,ACT,Tyji Armstrong,Tyji,Armstrong,1970-10-03,76,250,,00-0000441,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vaxhwyijo5sppzpzrmp3",ARM741105,,32004152-4d74-1105-9813-d29bd3cf306e,,,
1994,MIA,SPEC,P,0,CUT,Jim Arnold,James,Arnold,1961-01-31,74,211,,00-0000447,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/x9o6ovudmtr8yioupxgv",ARN484505,,32004152-4e48-4505-f303-b808632ddd52,,,
1994,NE,OL,C,0,ACT,Mike Arthur,Michael,Arthur,1968-05-07,75,280,,00-0000456,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/g1hzalrewboeitcyrftn",ART343482,,32004152-5434-3482-cf9e-30ce3880cf97,,,
1994,CLE,OL,OT,0,ACT,Herman Arvie,Herman,Arvie,1970-10-12,76,305,,00-0000458,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jfocabmuylupzlnyhcpk",ARV296636,,32004152-5629-6636-cfab-320f9fa96f4c,,,
1994,RAM,OL,G,77,ACT,Darryl Ashmore,Darryl,Ashmore,1969-11-01,79,300,,00-0000472,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcbw1lt8lg9vciuqxecs",ASH635509,,32004153-4863-5509-3310-eff5a4b46711,,,
1994,MIA,DB,FS,28,ACT,Gene Atkins,Gene,Atkins,1964-11-22,71,200,,00-0000484,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dyfqwedmrlcnjjwhetjb",ATK207644,,32004154-4b20-7644-3639-d1942f263318,,,
1994,SEA,OL,OT,74,ACT,James Atkins,James,Atkins,1970-01-28,78,291,,00-0000485,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hhr8ycyrydfqgw0pwsrb",ATK298488,,32004154-4b29-8488-a18c-63273541fc04,,,
1994,DEN,DB,S,27,ACT,Steve Atwater,Stephen,Atwater,1966-10-28,75,217,,00-0000500,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/j3xxo3zjpt29erl0wsdf",ATW276861,,32004154-5727-6861-857f-9abd7e42ba54,,,
1994,CHI,OL,OT,0,ACT,Troy Auzenne,Troy,Auzenne,1969-06-26,79,290,,00-0000536,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pmam2a0hwyzi6yqfb9cf",AUZ177981,,32004155-5a17-7981-7412-160c104c6e9e,,,
1994,PIT,RB,RB,0,ACT,Steve Avery,Steven,Avery,1966-08-18,74,226,,00-0000543,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kcc11fqhsbnionv5hleb",AVE664464,,32004156-4566-4464-804e-831e20d45078,,,
1994,NE,SPEC,K,0,ACT,Matt Bahr,Matthew,Bahr,1956-07-06,70,175,,00-0000581,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pukxu8ic9up4to0zdbtv",BAH692150,,32004241-4869-2150-32d7-0e550f8925dc,,,
1994,IND,WR,WR,0,ACT,Aaron Bailey,Aaron,Bailey,1971-10-24,70,184,,00-0000582,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yp3warxchoont2d5wyuc",BAI023357,,32004241-4902-3357-d5b4-c7fe9e954987,,,
1994,NYG,LB,MLB,0,ACT,Carlton Bailey,Carlton,Bailey,1964-12-15,75,235,,00-0000584,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nifwnzdvibdhvsf8swlc",BAI069214,,32004241-4906-9214-1205-dd330c2daa49,,,
1994,RAM,RB,RB,0,ACT,Johnny Bailey,Johnny,Bailey,1967-03-17,68,180,,00-0000597,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pwqohhj9uejzarxslddx",BAI484498,,32004241-4948-4498-7c22-8700d48cb794,,,
1994,HOU,WR,WR,0,CUT,Mario Bailey,Mario,Bailey,1970-11-30,69,162,,00-0000599,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mq00glbtqitctudwngh4",BAI544712,,32004241-4954-4712-ad7a-d91db100aeff,,,
1994,RAM,DB,CB,0,ACT,Robert Bailey,Robert,Bailey,1968-09-03,70,176,,00-0000601,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kdomohxuxnkxwnhnux8r",BAI577819,,32004241-4957-7819-b9c7-a2c72764e7a9,,,
1994,PHI,WR,WR,0,ACT,Victor Bailey,Victor,Bailey,1970-07-03,74,196,,00-0000609,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ljcvleziwqtngosuyveo",BAI648881,,32004241-4964-8881-55d5-1d0bcbeffef6,,,
1994,CHI,LB,LB,0,ACT,Myron Baker,Myron,Baker,1971-01-06,73,228,,00-0000641,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lhjihgmbnlral6rzguxl",BAK515521,,32004241-4b51-5521-88f6-0f7b7091739e,,,
1994,IND,WR,WR,0,CUT,Shannon Baker,Shannon,Baker,1971-07-20,69,185,,00-0000644,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zhuevzkdvymzjty4tgte",BAK611673,,32004241-4b61-1673-64a1-af498685b03f,,,
1994,CLE,RB,RB,0,ACT,Randy Baldwin,Randy,Baldwin,1967-08-19,70,216,,00-0000666,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ke9efbk4dn1ylh86plw9",BAL390156,,32004241-4c39-0156-d636-d439e7eecdb2,,,
1994,CIN,RB,RB,0,ACT,Eric Ball,Eric,Ball,1966-07-01,74,220,,00-0000672,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dptblfslfwnrtu6lhxsi",BAL461430,,32004241-4c46-1430-4d5c-78f53ff0376a,,,
1994,RAI,DL,DT,0,ACT,Jerry Ball,Jerry,Ball,1964-12-15,73,305,,00-0000673,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zev4rhmzzs1vpibfbiiz",BAL492192,,32004241-4c49-2192-c426-ef8b04ca013f,,,
1994,SEA,OL,OT,75,ACT,Howard Ballard,Howard,Ballard,1963-11-03,78,336,,00-0000682,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bathql2j7065wpu8g9im",BAL646002,,32004241-4c64-6002-ab68-530055f04ed6,,,
1994,CIN,QB,QB,0,ACT,Jim Ballard,James,Ballard,1972-04-16,75,223,,00-0000683,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lj9je9ca6a9jxfnithl0",BAL652838,,32004241-4c65-2838-1af2-f05d2cca32de,,,
1994,CLE,DL,DT,0,ACT,Romeo Bandison,Romeo,Bandison,1971-02-12,77,290,,00-0000692,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wmepjz848s3qc64pymdi",BAN152616,,32004241-4e15-2616-4ac9-4c40b40b6758,,,
1994,CLE,LB,OLB,0,ACT,Carl Banks,Carl,Banks,1962-08-29,76,235,,00-0000698,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ej5o44tmydrv1ncbenuc",BAN415290,,32004241-4e41-5290-cf4a-bdc9e8db12fa,,,
1994,ARI,DL,DE,0,ACT,Michael Bankston,Michael,Bankston,1970-03-12,77,290,,00-0000725,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wacf6vrkzgbbseramj3b",BAN682400,,32004241-4e68-2400-bd5a-0336d699d2c9,,,
1994,IND,TE,TE,0,ACT,Brad Banta,Dennis,Banta,1970-12-14,78,254,,00-0000727,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gaogmvgio8crqhlv8kkm",BAN790894,,32004241-4e79-0894-7391-fa63f9df7421,,,
1994,NYJ,LB,LB,0,ACT,Kurt Barber,Kurt,Barber,1969-01-05,76,241,,00-0000736,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r41cs6zskop5mmlody6t",BAR054376,,32004241-5205-4376-efa5-bea489a933af,,,
1994,SF,OL,G,0,CUT,Rudy Barber,Rudy,Barber,1971-09-21,74,286,,00-0000742,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bx0ffjshc77nwsbbheqk",BAR092687,,32004241-5209-2687-d511-89cc61014bd0,,,
1994,PHI,SPEC,P,0,ACT,Bryan Barker,Bryan,Barker,1964-06-28,74,175,,00-0000754,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ppydumh0icqagm0wiebm",BAR155715,,32004241-5215-5715-d4a4-32d15ae4bf83,,,
1994,MIN,DL,DE,0,ACT,Roy Barker,Roy,Barker,1969-02-14,77,292,,00-0000758,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yneys2tjgx3unzznw5ei",BAR189082,,32004241-5218-9082-be1f-0c49696d0ddf,,,
1994,PHI,DB,DB,0,RES,Corey Barlow,Corey,Barlow,1970-11-01,69,182,,00-0000763,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xmenczkjrk0ixqhqoy73",BAR218742,,32004241-5221-8742-f139-3720b7e5c63e,,,
1994,SD,WR,WR,0,ACT,Johnnie Barnes,Johnnie,Barnes,1968-07-21,73,180,,00-0000777,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n9ipebmva8zq74kjiz3m",BAR315137,,32004241-5231-5137-6eb2-537aad0d471e,,,
1994,HOU,DB,DB,22,ACT,Tomur Barnes,Tomur,Barnes,1970-09-08,70,185,,00-0000792,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pmxlzlqj9z3spekgc8yc",BAR381131,,32004241-5238-1131-a646-f9eb7362c4c0,,,
1994,PHI,WR,WR,0,ACT,Fred Barnett,Fred,Barnett,1966-06-17,72,199,,00-0000800,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ixrhtxztda3vyhkqlw2b",BAR422655,,32004241-5242-2655-c643-e1416ef18aec,,,
1994,NE,DB,S,0,ACT,Harlon Barnett,Harlon,Barnett,1967-01-02,71,200,,00-0000801,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iaddr5d5xknxdjx62st7",BAR430070,,32004241-5243-0070-75ad-4e1c66454cdc,,,
1994,BUF,DL,DE,0,ACT,Oliver Barnett,Oliver,Barnett,1966-04-09,75,292,,00-0000806,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/drkz6i2rx0fx72nfnktv",BAR444900,,32004241-5244-4900-b35a-b9f14538f5c7,,,
1994,NE,DL,DE,0,ACT,Troy Barnett,Troy,Barnett,1971-05-24,76,280,,00-0000808,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rn8dbqjo7p1bueofzccg",BAR465291,,32004241-5246-5291-c02f-62159c195e6a,,,
1994,NO,SPEC,P,0,ACT,Tommy Barnhardt,John Thomas,Barnhardt,1963-06-11,74,207,,00-0000811,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dkabex0eu0of3al6iwnt",BAR504220,,32004241-5250-4220-4fdc-1397b3ae0288,,,
1994,SEA,WR,WR,0,RES,Reggie Barrett,Aaron,Barrett,1969-08-14,75,214,,00-0000826,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wnfls3knp5hsrriuiego",BAR589492,,32004241-5258-9492-d454-5b4c05eddcff,,,
1994,ARI,DL,DE,0,ACT,Sebastian Barrie,Sebastian,Barrie,1970-05-26,74,270,,00-0000827,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y3npcmxrb2kexhu8ahbl",BAR648812,,32004241-5264-8812-adcf-307eabbce3f1,,,
1994,HOU,LB,OLB,56,ACT,Micheal Barrow,Micheal,Barrow,1970-04-19,74,236,,00-0000829,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gaecgvwljow47cvhrdkh",BAR663642,,32004241-5266-3642-1e15-c980027eda58,,,
1994,SF,OL,OT,0,ACT,Harris Barton,Harris,Barton,1964-04-19,76,286,,00-0000847,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qhgqommteeptqspcvyxm",BAR778575,,32004241-5277-8575-38d5-237414282122,,,
1994,CHI,LB,LB,0,RES,Robert Bass,Robert,Bass,1970-11-10,73,239,,00-0000860,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/doxhtllvqnmgktrw6nxe",BAS549427,,32004241-5354-9427-e6e6-d5559b5f070c,,,
1994,DAL,DB,SAF,40,ACT,Bill Bates,William,Bates,1961-06-06,73,205,,00-0000868,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ndyfdkwheeqpurjhinx1",BAT207644,,32004241-5420-7644-fe72-844f3f885736,,,
1994,NO,RB,RB,0,ACT,Mario Bates,Mario,Bates,1973-01-16,74,217,,00-0000871,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xkxxacls8uwotyxllfw7",BAT111777,,32004241-5411-1777-c68a-f92810548e20,,,
1994,SEA,WR,WR,0,ACT,Michael Bates,Michael,Bates,1969-12-19,70,189,,00-0000872,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/awyey2nffgfupqrgyrzk",BAT119733,,32004241-5411-9733-cc00-9fb76d72bf1a,,,
1994,RAI,DB,S,0,ACT,Patrick Bates,Patrick,Bates,1970-11-27,75,220,,00-0000874,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gkoeswi9z6bqobsnqtv8",BAT131733,,32004241-5413-1733-5e41-f5875630e558,,,
1994,MIA,TE,TE,0,ACT,Greg Baty,Gregory,Baty,1964-08-28,77,241,,00-0000893,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wk7j3hpjkh9x0ybtxrac",BAT778665,,32004241-5477-8665-766d-f0292fd0472c,,,
1994,NE,LB,ILB,0,ACT,David Bavaro,David,Bavaro,1967-03-27,72,228,,00-0000906,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/utvinik4sepzcrhqazko",BAV276861,,32004241-5627-6861-d19c-6b256de9c9eb,,,
1994,PHI,TE,TE,0,ACT,Mark Bavaro,Mark,Bavaro,1963-04-28,76,245,,00-0000907,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hqggmwh4wshvxe1ozkmm",BAV553722,,32004241-5655-3722-eba0-b4b591bbff8c,,,
1994,NYJ,RB,FB,0,ACT,Brad Baxter,Herman,Baxter,1967-05-05,73,235,,00-0000910,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dyogwgx2xvmftaoz2trk",BAX569540,,32004241-5856-9540-c293-273e293ec56c,,,
1994,NYJ,TE,TE,0,ACT,Fred Baxter,Frederick,Baxter,1971-06-14,75,250,,00-0000911,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vizzpb6aucnrzpzynx9a",BAX522078,,32004241-5852-2078-37b9-1295f06f6541,,,
1994,WAS,DB,S,0,ACT,Martin Bayless,Martin,Bayless,1962-10-11,74,219,,00-0000915,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/j1btpnt1rq0p05whbfsr",BAY083058,,32004241-5908-3058-40a1-45dad3333982,,,
